Title,URL
Python 3 Programming Specialization,https://www.coursera.org/specializations/python-3-programming
Reinforcement Learning Specialization,https://www.coursera.org/specializations/reinforcement-learning
Accelerated Computer Science Fundamentals Specialization,https://www.coursera.org/specializations/cs-fundamentals
Digital Marketing Specialization,https://www.coursera.org/specializations/digital-marketing
DevOps on AWS Specialization,https://www.coursera.org/specializations/aws-devops
Generative Adversarial Networks (GANs) Specialization,https://www.coursera.org/specializations/generative-adversarial-networks-gans
Data Visualization with Tableau Specialization,https://www.coursera.org/specializations/data-visualization
Certified in Cybersecurity Specialization,https://www.coursera.org/specializations/certified-in-cybersecurity
Business Strategy Specialization,https://www.coursera.org/specializations/business-strategy
Applied Data Science with Python Specialization,https://www.coursera.org/specializations/data-science-python
Human Resource Management: HR for People Managers Specialization,https://www.coursera.org/specializations/human-resource-management
Achieving Personal and Professional Success Specialization,https://www.coursera.org/specializations/wharton-success
Regulatory Compliance Specialization,https://www.coursera.org/specializations/regulatory-compliance
"TESOL Certificate, Part 1: Teach English Now! Specialization",https://www.coursera.org/specializations/tesol
Financial Engineering and Risk Management Specialization,https://www.coursera.org/specializations/financialengineering
UI / UX Design Specialization,https://www.coursera.org/specializations/ui-ux-design
"Product Ideation, Design, and Management Specialization",https://www.coursera.org/specializations/product-ideation-design-and-management
Financial Analysis - Skills for Success Specialization,https://www.coursera.org/specializations/financial-analysis-skills-for-success
Creative Writing Specialization,https://www.coursera.org/specializations/creative-writing
Data Structures and Algorithms Specialization,https://www.coursera.org/specializations/data-structures-algorithms
Software Product Management Specialization,https://www.coursera.org/specializations/product-management
Foundations of Management Specialization,https://www.coursera.org/specializations/foundations-management
Genomic Data Science Specialization,https://www.coursera.org/specializations/genomic-data-science
Methods and Statistics in Social Sciences Specialization,https://www.coursera.org/specializations/social-science
"NoSQL, Big Data, and Spark Foundations Specialization",https://www.coursera.org/specializations/nosql-big-data-and-spark-foundations
Think like a CFO Specialization,https://www.coursera.org/specializations/thinklikeacfo
TensorFlow: Advanced Techniques Specialization,https://www.coursera.org/specializations/tensorflow-advanced-techniques
"Data Engineering, Big Data, and Machine Learning on GCP Specialization",https://www.coursera.org/specializations/gcp-data-machine-learning
Mathematics for Machine Learning Specialization,https://www.coursera.org/specializations/mathematics-machine-learning
Modern and Contemporary Art and Design Specialization,https://www.coursera.org/specializations/modern-contemporary-art-design
Agile Development Specialization,https://www.coursera.org/specializations/agile-development
Career Success Specialization,https://www.coursera.org/specializations/career-success
U.S. Federal Taxation Specialization,https://www.coursera.org/specializations/united-states-federal-taxation
The Business of Music Production Specialization,https://www.coursera.org/specializations/business-music-production
The Business of Health Care Specialization,https://www.coursera.org/specializations/healthcare-administration-management
Practical Data Science on the AWS Cloud Specialization,https://www.coursera.org/specializations/practical-data-science
Risk Management Specialization,https://www.coursera.org/specializations/risk-management
Music Production Specialization,https://www.coursera.org/specializations/music-production
Google Cloud Database Engineer Specialization,https://www.coursera.org/specializations/google-cloud-database-engineer
Architecting with Google Compute Engine Specialization,https://www.coursera.org/specializations/gcp-architecture
Global Procurement and Sourcing Specialization,https://www.coursera.org/specializations/procurement-sourcing
Entrepreneurship: Growing Your Business Specialization,https://www.coursera.org/specializations/entrepreneurship-growing-your-business
Six Sigma Yellow Belt Specialization,https://www.coursera.org/specializations/six-sigma-fundamentals
The DIY Musician Specialization,https://www.coursera.org/specializations/diy-musician
Algorithms Specialization,https://www.coursera.org/specializations/algorithms
"Influencing: Storytelling, Change Management and Governance Specialization",https://www.coursera.org/specializations/influencing-storytelling-change-management
Applied Data Science with R Specialization,https://www.coursera.org/specializations/applied-data-science-r
Geographic Information Systems  (GIS) Specialization,https://www.coursera.org/specializations/gis
Decentralized Finance (DeFi): The Future of Finance Specialization,https://www.coursera.org/specializations/decentralized-finance-duke
Project Management & Other Tools for Career Development Specialization,https://www.coursera.org/specializations/project-management-success
Project Management Principles and Practices Specialization,https://www.coursera.org/specializations/project-management
Java Programming and Software Engineering Fundamentals Specialization,https://www.coursera.org/specializations/java-programming
MATLAB Programming for Engineers and Scientists Specialization,https://www.coursera.org/specializations/matlab-programming-engineers-scientists
Design Thinking Specialization,https://www.coursera.org/specializations/uva-darden-design-thinking
Architecting with Google Kubernetes Engine Specialization,https://www.coursera.org/specializations/architecting-google-kubernetes-engine
Security in Google Cloud Specialization,https://www.coursera.org/specializations/security-google-cloud-platform
Leading People and Teams Specialization,https://www.coursera.org/specializations/leading-teams
Coding for Everyone: C and C++ Specialization,https://www.coursera.org/specializations/coding-for-everyone
Developing Applications with Google Cloud Specialization,https://www.coursera.org/specializations/developing-apps-gcp
Real-World Product Management Specialization,https://www.coursera.org/specializations/real-world-product-management
Pricing Strategy Optimization Specialization,https://www.coursera.org/specializations/uva-darden-bcg-pricing-strategy
Networking in Google Cloud Specialization,https://www.coursera.org/specializations/networking-google-cloud-platform
Academic English: Writing Specialization,https://www.coursera.org/specializations/academic-english
Introduction to Cyber Security Specialization,https://www.coursera.org/specializations/intro-cyber-security
Business Data Management and Communication Specialization,https://www.coursera.org/specializations/business-data-management-communication
Intellectual Property Law Specialization,https://www.coursera.org/specializations/introduction-intellectual-property
The Singer Songwriter Specialization,https://www.coursera.org/specializations/singer-songwriter
AI for Medicine Specialization,https://www.coursera.org/specializations/ai-for-medicine
Mergers and Acquisitions  Specialization,https://www.coursera.org/specializations/mergersandacquisitions
Dynamic Public Speaking Specialization,https://www.coursera.org/specializations/public-speaking
Supply Chain Analytics Specialization,https://www.coursera.org/specializations/supply-chain-analytics
Six Sigma Black Belt Specialization,https://www.coursera.org/specializations/six-sigma-black-belt
Strategic Leadership and Management Specialization,https://www.coursera.org/specializations/strategic-leadership
Music Education for Teachers Specialization,https://www.coursera.org/specializations/music-education
Project Management Specialization,https://www.coursera.org/specializations/meem-project-management
User Experience Research and Design Specialization,https://www.coursera.org/specializations/michiganux
Good with Words: Writing and Editing Specialization,https://www.coursera.org/specializations/good-with-words
Drug Development Product Management Specialization,https://www.coursera.org/specializations/drug-development-product-management
Excel Skills for Data Analytics and Visualization Specialization,https://www.coursera.org/specializations/excel-data-analytics-visualization
"Food Sustainability, Mindful Eating, and Healthy Cooking Specialization",https://www.coursera.org/specializations/food-sustainability-mindful-eating-healthy-cooking
Web Design for Everybody: Basics of Web Development & Coding Specialization,https://www.coursera.org/specializations/web-design
Microsoft Azure Fundamentals AZ-900 Exam Prep Specialization,https://www.coursera.org/specializations/microsoft-azure-fundamentals-az-900
Business Value and Project Management Specialization,https://www.coursera.org/specializations/business-value-project-management
Clinical Trials Operations Specialization,https://www.coursera.org/specializations/clinical-trials-operations
Investment Management with Python and Machine Learning Specialization,https://www.coursera.org/specializations/investment-management-python-machine-learning
Data Analysis with R Specialization,https://www.coursera.org/specializations/statistics
Excel to MySQL: Analytic Techniques for Business Specialization,https://www.coursera.org/specializations/excel-mysql
Bayesian Statistics Specialization,https://www.coursera.org/specializations/bayesian-statistics
Data Science Foundations: Data Structures and Algorithms Specialization,https://www.coursera.org/specializations/boulder-data-structures-algorithms
Biostatistics in Public Health  Specialization,https://www.coursera.org/specializations/biostatistics-public-health
Algorithms for Battery Management Systems Specialization,https://www.coursera.org/specializations/algorithms-for-battery-management-systems
"Effective Communication: Writing, Design, and Presentation Specialization",https://www.coursera.org/specializations/effective-business-communication
Financial Management Specialization,https://www.coursera.org/specializations/financial-management
Game Design: Art and Concepts Specialization,https://www.coursera.org/specializations/game-design
Neuroscience and Neuroimaging Specialization,https://www.coursera.org/specializations/computational-neuroscience
Electronic Music Production Specialization,https://www.coursera.org/specializations/electronic-music-production
Branding: The Creative Journey Specialization,https://www.coursera.org/specializations/branding-the-creative-journey
Six Sigma Green Belt Specialization,https://www.coursera.org/specializations/six-sigma-green-belt
Excel/VBA for Creative Problem Solving Specialization,https://www.coursera.org/specializations/excel-vba-creative-problem-solving
Business Statistics and Analysis Specialization,https://www.coursera.org/specializations/business-statistics-analysis
People and Soft Skills for Professional and Personal Success Specialization,https://www.coursera.org/specializations/people-and-soft-skills-for-professional-success
"Songwriting: Writing, Arranging, and Producing Music Specialization",https://www.coursera.org/specializations/songwriting
Culture-Driven Team Building Specialization,https://www.coursera.org/specializations/team-building
Investment Management Specialization,https://www.coursera.org/specializations/investment-management
Object Oriented Programming in Java Specialization,https://www.coursera.org/specializations/object-oriented-programming
Fundamentals of Accounting  Specialization,https://www.coursera.org/specializations/accounting-fundamentals
Databases for Data Scientists Specialization,https://www.coursera.org/specializations/databases-for-data-scientists
PostgreSQL for Everybody Specialization,https://www.coursera.org/specializations/postgresql-for-everybody
Medical Terminology Specialization,https://www.coursera.org/specializations/medicalterminology
Advanced Data Science with IBM Specialization,https://www.coursera.org/specializations/advanced-data-science-ibm
Probabilistic Graphical Models  Specialization,https://www.coursera.org/specializations/probabilistic-graphical-models
FPGA Design for Embedded Systems Specialization,https://www.coursera.org/specializations/fpga-design
School Health for Children and Adolescents Specialization,https://www.coursera.org/specializations/school-health-for-children-and-adolescents
Statistical Analysis with R for Public Health Specialization,https://www.coursera.org/specializations/statistical-analysis-r-public-health
Music Business  Specialization,https://www.coursera.org/specializations/music-business
Healthcare IT Support Specialization,https://www.coursera.org/specializations/healthcare-it
Practical Guide to Trading Specialization,https://www.coursera.org/specializations/financial-instruments-trading-investing
Introduction to Logic and Critical Thinking Specialization,https://www.coursera.org/specializations/logic-critical-thinking-duke
Blockchain Specialization,https://www.coursera.org/specializations/blockchain
Software Design and Architecture Specialization,https://www.coursera.org/specializations/software-design-architecture
Climate Change and Sustainable Investing Specialization,https://www.coursera.org/specializations/climatechangeandsustainableinvesting
Functional Programming in Scala Specialization,https://www.coursera.org/specializations/scala
Microsoft Azure Data Fundamentals DP-900 Exam Prep Specialization,https://www.coursera.org/specializations/microsoft-azure-dp-900-data-fundamentals
Financial Technology (Fintech) Innovations Specialization,https://www.coursera.org/specializations/financialtechnology
Business Strategies for A Better World Specialization,https://www.coursera.org/specializations/wharton-global-business-strategy
Machine Learning on Google Cloud Specialization,https://www.coursera.org/specializations/machine-learning-tensorflow-gcp
Integrative Health and Medicine Specialization,https://www.coursera.org/specializations/integrative-health-and-medicine
Futures Thinking Specialization,https://www.coursera.org/specializations/futures-thinking
Finance for Technical Managers Specialization,https://www.coursera.org/specializations/finance-for-technical-managers
"TESOL Certificate, Part 2: Teach English Now! Specialization",https://www.coursera.org/specializations/tesol-certificate-2
Introduction to Discrete Mathematics for Computer Science Specialization,https://www.coursera.org/specializations/discrete-mathematics
Core Java Specialization,https://www.coursera.org/specializations/core-java
Engineering Project Management Specialization,https://www.coursera.org/specializations/engineering-project-management
Bioinformatics Specialization,https://www.coursera.org/specializations/bioinformatics
Cybersecurity Attack and Defense Fundamentals Specialization,https://www.coursera.org/specializations/cybersecurity-attack-and-defense
Organizational Leadership Specialization,https://www.coursera.org/specializations/organizational-leadership
Inspirational Leadership: Leading with Sense Specialization,https://www.coursera.org/specializations/inspirational-leadership
Photography Basics and Beyond: From Smartphone to DSLR Specialization,https://www.coursera.org/specializations/photography-basics
Omnichannel Retail Strategy Specialization,https://www.coursera.org/specializations/wharton-retail-strategy
Renewable Energy Specialization,https://www.coursera.org/specializations/renewable-energy
Become an EMT Specialization,https://www.coursera.org/specializations/become-an-emt
Market Research Specialization,https://www.coursera.org/specializations/market-research
Transforming the Fashion Business Specialization,https://www.coursera.org/specializations/transforming-fashion-business
"GIS, Mapping, and Spatial Analysis Specialization",https://www.coursera.org/specializations/gis-mapping-spatial-analysis
Trading Strategies in Emerging Markets Specialization,https://www.coursera.org/specializations/trading-strategy
Healthcare Law Specialization,https://www.coursera.org/specializations/healthcare-law
Web Applications for Everybody Specialization,https://www.coursera.org/specializations/web-applications
Inspired Leadership Specialization,https://www.coursera.org/specializations/inspired-leadership
Marketing Strategy Specialization,https://www.coursera.org/specializations/marketing-strategy
Health Informatics Specialization,https://www.coursera.org/specializations/health-informatics
Robotics Specialization,https://www.coursera.org/specializations/robotics
Management Consulting Specialization,https://www.coursera.org/specializations/managementconsulting
Machine Learning Specialization,https://www.coursera.org/specializations/machine-learning
Professional Skills for the Workplace Specialization,https://www.coursera.org/specializations/professional-skills-for-the-workplace
Introduction to Computer Science and Programming Specialization,https://www.coursera.org/specializations/introduction-computer-science-programming
C# Programming for Unity Game Development Specialization,https://www.coursera.org/specializations/programming-unity-game-development
Artificial Intelligence: an Overview Specialization,https://www.coursera.org/specializations/artificial-intelligence-overview
Embedding Sensors and Motors Specialization,https://www.coursera.org/specializations/embedding-sensors-motors
Expressway to Data Science: Essential Math Specialization,https://www.coursera.org/specializations/expressway-to-data-science-essential-math
Everyday Excel Specialization,https://www.coursera.org/specializations/everyday-excel
C Programming with Linux Specialization,https://www.coursera.org/specializations/c-programming-linux
Blockchain Revolution in Financial Services Specialization,https://www.coursera.org/specializations/blockchain-financial-services
The Pronunciation of American English Specialization,https://www.coursera.org/specializations/american-english-pronunciation
Managing Cybersecurity Specialization,https://www.coursera.org/specializations/managing-cybersecurity
Digital Manufacturing & Design Technology  Specialization,https://www.coursera.org/specializations/digital-manufacturing-design-technology
Epidemiology in Public Health Practice Specialization,https://www.coursera.org/specializations/professional-epidemiology
Social Media Marketing Specialization,https://www.coursera.org/specializations/social-media-marketing
Managerial Economics and Business Analysis  Specialization,https://www.coursera.org/specializations/managerial-economics-business-analysis
Sustainability Analyst Fundamentals Specialization,https://www.coursera.org/specializations/sustainability-analyst
Interaction Design Specialization,https://www.coursera.org/specializations/interaction-design
Introductory C Programming Specialization,https://www.coursera.org/specializations/c-programming
Learn English: Intermediate Grammar Specialization,https://www.coursera.org/specializations/intermediate-grammar
How to Play Guitar Specialization,https://www.coursera.org/specializations/play-guitar
Spring Framework Specialization,https://www.coursera.org/specializations/spring-framework
Investment and Portfolio Management Specialization,https://www.coursera.org/specializations/investment-portolio-management
Coaching Skills for Managers Specialization,https://www.coursera.org/specializations/coaching-skills-manager
Data Visualization & Dashboarding with R Specialization,https://www.coursera.org/specializations/jhu-data-visualization-dashboarding-with-r
Business Analytics Specialization,https://www.coursera.org/specializations/analytics
An Introduction to Programming the Internet of Things (IOT) Specialization,https://www.coursera.org/specializations/iot
Software Testing and Automation Specialization,https://www.coursera.org/specializations/software-testing-automation
Linux and Private Cloud Administration on IBM Power Systems Specialization,https://www.coursera.org/specializations/linux-private-cloud-administration-power-systems
Power Electronics Specialization,https://www.coursera.org/specializations/power-electronics
Microsoft Azure AI Fundamentals AI-900 Exam Prep Specialization,https://www.coursera.org/specializations/microsoft-azure-ai-900-ai-fundamentals
Cybersecurity Specialization,https://www.coursera.org/specializations/cyber-security
Cancer Biology Specialization,https://www.coursera.org/specializations/cancer-biology
"Strategic Leadership: Impact, Change, and Decision-Making Specialization",https://www.coursera.org/specializations/strategic-leadership-impact-change-decision-making
Learn Chinese: HSK Test Preparation Specialization,https://www.coursera.org/specializations/hsk-learn-chinese
Abnormal Psychology Specialization,https://www.coursera.org/specializations/abnormal-psychology
Business English Communication Skills Specialization,https://www.coursera.org/specializations/business-english
Statistics with Python Specialization,https://www.coursera.org/specializations/statistics-with-python
Conflict Management Specialization,https://www.coursera.org/specializations/conflict-management
Big Data Specialization,https://www.coursera.org/specializations/big-data
Robotic Process Automation (RPA) Specialization,https://www.coursera.org/specializations/roboticprocessautomation
Healthcare Organization Operations Specialization,https://www.coursera.org/specializations/healthcare-organization-operations
Data Mining  Specialization,https://www.coursera.org/specializations/data-mining
"Python, Bash and SQL Essentials for Data Engineering Specialization",https://www.coursera.org/specializations/python-bash-sql-data-engineering-duke
Supply Chain Finance and Blockchain Technology Specialization,https://www.coursera.org/specializations/supply-chain-finance-and-blockchain-technology
Oracle SQL Databases Specialization,https://www.coursera.org/specializations/oracle-sql-databases
Machine Learning for Trading Specialization,https://www.coursera.org/specializations/machine-learning-trading
Software Development Lifecycle Specialization,https://www.coursera.org/specializations/software-development-lifecycle
Autodesk CAD/CAM/CAE for Mechanical Engineering Specialization,https://www.coursera.org/specializations/autodesk-cad-cam-cae-mechanical-engineering
Design of Experiments Specialization,https://www.coursera.org/specializations/design-experiments
Creativity and AI Specialization,https://www.coursera.org/specializations/creativity-ai
Strategic Management and Innovation Specialization,https://www.coursera.org/specializations/strategic-management
"Hotel Management: Distribution, Revenue and Demand Management Specialization",https://www.coursera.org/specializations/hotel-management
Introduction to Business Specialization,https://www.coursera.org/specializations/business-introduction
Entrepreneurial Finance: Strategy and Innovation Specialization,https://www.coursera.org/specializations/entrepreneurial-finance
Learning Linux for LFCA Certification Specialization,https://www.coursera.org/specializations/linux-for-lfca-certification
Getting started with Google Workspace Specialization,https://www.coursera.org/specializations/getting-started-with-google-workspace
First Principles of Computer Vision Specialization,https://www.coursera.org/specializations/firstprinciplesofcomputervision
Machine Learning and Reinforcement Learning in Finance Specialization,https://www.coursera.org/specializations/machine-learning-reinforcement-finance
"Negotiation, Mediation and Conflict Resolution Specialization",https://www.coursera.org/specializations/negotiation-mediation-conflict-resolution
Fundamentals of Computing Specialization,https://www.coursera.org/specializations/computer-fundamentals
Executive Data Science Specialization,https://www.coursera.org/specializations/executive-data-science
Django for Everybody Specialization,https://www.coursera.org/specializations/django
Social Media Marketing in Practice Specialization,https://www.coursera.org/specializations/social-media-marketing-practice
Agile Leadership Specialization,https://www.coursera.org/specializations/agile-leadership-change-management
Palliative Care Always Specialization,https://www.coursera.org/specializations/palliative-care-always
Fundamentals of Flight mechanics Specialization,https://www.coursera.org/specializations/flight-mechanics-fundamentals
Leading: Human Resource Management and Leadership Specialization,https://www.coursera.org/specializations/hr-management-leadership
Data Warehousing for Business Intelligence Specialization,https://www.coursera.org/specializations/data-warehousing
FinTech: Finance Industry Transformation and Regulation Specialization,https://www.coursera.org/specializations/fintech
Digital Signal Processing Specialization,https://www.coursera.org/specializations/digital-signal-processing
Data Science: Statistics and Machine Learning Specialization,https://www.coursera.org/specializations/data-science-statistics-machine-learning
"Introduction to Biology: Ecology, Evolution, & Biodiversity Specialization",https://www.coursera.org/specializations/introduction-to-biology
Introduction to Financial Accounting: The Accounting Cycle Specialization,https://www.coursera.org/specializations/accounting
Good with Words: Speaking and Presenting Specialization,https://www.coursera.org/specializations/good-with-words-speaking-and-presenting
Fundamentals of Immunology Specialization,https://www.coursera.org/specializations/immunology
Gender Analytics: Gender Equity through Inclusive Design Specialization,https://www.coursera.org/specializations/gender-analytics
Data Science Foundations: Statistical Inference Specialization,https://www.coursera.org/specializations/statistical-inference-for-data-science-applications
Real-World Engineering Management Specialization,https://www.coursera.org/specializations/real-world-engineering-management
Hands-on Internet of Things Specialization,https://www.coursera.org/specializations/uiuc-iot
International Business Essentials Specialization,https://www.coursera.org/specializations/mba
Qualitative Research Design and Methods for Public Health Specialization,https://www.coursera.org/specializations/qualitative-research-design-and-methods-for-public-health
"Organizational Leadership in Diversity, Equity & Inclusion Specialization",https://www.coursera.org/specializations/organizational-leadership-in-diversity-equity-and-inclusion
Survey Data Collection and Analytics  Specialization,https://www.coursera.org/specializations/data-collection
The Fundamentals of Personal Finance Specialization,https://www.coursera.org/specializations/personal-finance-fundamentals
Financial Reporting Specialization,https://www.coursera.org/specializations/financial-reporting
Salesforce Fundamentals Specialization,https://www.coursera.org/specializations/salesforce-fundamentals
Advanced Statistics for Data Science Specialization,https://www.coursera.org/specializations/advanced-statistics-data-science
How to Start Your Own Business Specialization,https://www.coursera.org/specializations/start-your-own-business
Patient Safety Specialization,https://www.coursera.org/specializations/patient-safety
Uncommon Sense Teaching Specialization,https://www.coursera.org/specializations/uncommon-sense-teaching-certificate
Advanced Business Analytics Specialization,https://www.coursera.org/specializations/data-analytics-business
Digital Fashion Innovation Specialization,https://www.coursera.org/specializations/digitalfashioninnovation
Competitive Strategy and Organization Design Specialization,https://www.coursera.org/specializations/competitive-strategy
Computer Security and Systems Management Specialization,https://www.coursera.org/specializations/computer-security-systems-management
Business English for Non-Native Speakers Specialization,https://www.coursera.org/specializations/business-english-speakers
Cloud Computing Law Specialization,https://www.coursera.org/specializations/cloud-computing-law
"Project Management: Tools, Approaches, Behavioural Skills  Specialization",https://www.coursera.org/specializations/project-management-tools-approaches-skills
Optical Engineering Specialization,https://www.coursera.org/specializations/optical-engineering
Android App Development Specialization,https://www.coursera.org/specializations/android-app-development
Introduction to Public Relations and the Media Specialization,https://www.coursera.org/specializations/introduction-to-public-relations-and-the-media
Cloud-Native Development with OpenShift and Kubernetes Specialization,https://www.coursera.org/specializations/cloud-native-development-openshift-kubernetes
Developing Your Musicianship Specialization,https://www.coursera.org/specializations/musicianship-specialization
Innovation: From Creativity to Entrepreneurship Specialization,https://www.coursera.org/specializations/innovation-creativity-entrepreneurship
C++ Programming for Unreal Game Development Specialization,https://www.coursera.org/specializations/cplusplusunrealgamedevelopment
Mathematics for Engineers Specialization,https://www.coursera.org/specializations/mathematics-engineers
Marketing Mix Implementation Specialization,https://www.coursera.org/specializations/marketing-mix
TensorFlow: Data and Deployment Specialization,https://www.coursera.org/specializations/tensorflow-data-and-deployment
Content Strategy for Professionals Specialization,https://www.coursera.org/specializations/content-strategy
Digital Marketing Strategy and Planning Specialization,https://www.coursera.org/specializations/digital-marketing-strategy-planning
Organizational Change and Culture for Adopting Google Cloud Specialization,https://www.coursera.org/specializations/organizational-change-and-culture-for-adopting-google-cloud
Foundations of Global Health Specialization,https://www.coursera.org/specializations/global-health
Essentials of Corporate Finance Specialization,https://www.coursera.org/specializations/learn-finance
Python for Cybersecurity Specialization,https://www.coursera.org/specializations/pythonforcybersecurity
Object Oriented Java Programming: Data Structures and Beyond Specialization,https://www.coursera.org/specializations/java-object-oriented
Integrative Nursing Specialization,https://www.coursera.org/specializations/integrative-nursing
Accounting Data Analytics Specialization,https://www.coursera.org/specializations/accounting-data-analytics
Habilidades Gerenciales  Specialization,https://www.coursera.org/specializations/habilidades
Become a Journalist: Report the News! Specialization,https://www.coursera.org/specializations/become-a-journalist
Introduction to Electricity and Magnetism Specialization,https://www.coursera.org/specializations/introduction-to-electricity-magnetism
Modern Big Data Analysis with SQL Specialization,https://www.coursera.org/specializations/cloudera-big-data-analysis-sql
Clinical Data Science Specialization,https://www.coursera.org/specializations/clinical-data-science
Diseño y Gestión de Proyectos de Desarrollo Specialization,https://www.coursera.org/specializations/especializacion-en-diseno-y-gestion-de-proyectos-de-desarrollo
Memoir and Personal Essay: Write About Yourself Specialization,https://www.coursera.org/specializations/memoir-personal-essay
Improving Leadership & Governance in Nonprofit Organizations Specialization,https://www.coursera.org/specializations/nonprofit
Game Design and Development with Unity 2020 Specialization,https://www.coursera.org/specializations/game-design-and-development
Health Information Literacy for Data Analytics Specialization,https://www.coursera.org/specializations/healthcare-information-literacy-data-analytics
Systems Biology and Biotechnology Specialization,https://www.coursera.org/specializations/systems-biology
TensorFlow 2 for Deep Learning Specialization,https://www.coursera.org/specializations/tensorflow2-deeplearning
Digital Transformation in Financial Services Specialization,https://www.coursera.org/specializations/digital-transformation-financial-services
Digital Transformation Using AI/ML with Google Cloud Specialization,https://www.coursera.org/specializations/digital-transformation-using-ai-ml-with-google-cloud
Data Science with Databricks for Data Analysts Specialization,https://www.coursera.org/specializations/data-science-with-databricks-for-data-analysts
Healthcare Marketplace Specialization,https://www.coursera.org/specializations/healthcare-marketplace
Online Learning  Design for Educators Specialization,https://www.coursera.org/specializations/online-learning-design-educators
Statistical Thermodynamics Specialization,https://www.coursera.org/specializations/statistical-thermodynamics-engineering
User Interface Design Specialization,https://www.coursera.org/specializations/user-interface-design
JavaScript for Beginners Specialization,https://www.coursera.org/specializations/javascript-beginner
Immunology: The Immune System and its Failures Specialization,https://www.coursera.org/specializations/immunology-the-immune-system-and-its-failures
